swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
target,40,40,50,55,thin_pid,0.20871215252207811,13.219280947585595,1.288029238821764e-09,12.630344059625962,5.8496231224051485,13.219280948873624,25.849625007211557,31.699248130904735,7.807083563879132,1.8848064158305533e-06
target,40,40,50,55,eigen_pid,0.20871215252207811,13.219280948873624,0.0,12.63034405833794,5.849625007211564,13.219280948873623,25.849625007211564,31.69925001442313,0.12884910707361996,0.0
target,50,50,50,55,gpid_tilde,0.20871215252207836,16.524101186092025,0.0,15.787930072922425,7.312028904616469,16.52410118609202,32.31203125901445,39.624060163630915,0.4712672650348395,2.3543979850160213e-06
target,50,50,50,55,thin_pid,0.20871215252207836,16.524101184481978,1.6100472066682414e-09,15.787930074532472,7.312028903006421,16.52410118609202,32.31203125901445,39.624060163630915,7.918982148868963,2.356008025117262e-06
target,50,50,50,55,eigen_pid,0.20871215252207836,16.524101186092025,0.0,15.787930072922427,7.3120312590144465,16.52410118609203,32.312031259014454,39.6240625180289,0.11396984499879181,0.0
target,60,60,50,55,gpid_tilde,0.2087121525220772,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.5382893159985542,2.5587797694015535e-06
target,60,60,50,55,thin_pid,0.2087121525220772,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,7.971090849954635,2.5603897952919397e-06
target,60,60,50,55,eigen_pid,0.2087121525220772,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.13501647603698075,0.0
target,70,70,50,55,gpid_tilde,0.20871215252207848,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.5253356830216944,2.5587797694015535e-06
target,70,70,50,55,thin_pid,0.20871215252207848,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,7.771941553102806,2.5603897952919397e-06
target,70,70,50,55,eigen_pid,0.20871215252207848,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.13009381596930325,0.0
target,80,80,50,55,gpid_tilde,0.20871215252207886,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.4723757500760257,2.5587797694015535e-06
target,80,80,50,55,thin_pid,0.20871215252207886,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,7.860017117112875,2.5603897952919397e-06
target,80,80,50,55,eigen_pid,0.20871215252207886,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.14648423995822668,0.0
target,90,90,50,55,gpid_tilde,0.20871215252207842,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.4892858429811895,2.5587797694015535e-06
target,90,90,50,55,thin_pid,0.20871215252207842,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,7.839951311936602,2.5603897952919397e-06
target,90,90,50,55,eigen_pid,0.20871215252207842,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.1566488000098616,0.0
target,100,100,50,55,gpid_tilde,0.2087121525220773,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.5322010940872133,2.5587797694015535e-06
target,100,100,50,55,thin_pid,0.2087121525220773,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,8.124944827985018,2.5603897952919397e-06
target,100,100,50,55,eigen_pid,0.2087121525220773,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.1707117399200797,0.0
target,110,110,50,55,gpid_tilde,0.20871215252207817,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.5650551810394973,2.5587797694015535e-06
target,110,110,50,55,thin_pid,0.20871215252207817,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,7.84937276202254,2.5603897952919397e-06
target,110,110,50,55,eigen_pid,0.20871215252207817,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.3167062171269208,0.0
target,120,120,50,55,gpid_tilde,0.20871215252207728,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,0.594052055850625,2.5587797694015535e-06
